Manufacturer,xEV Model Name,Variant Name,Vehicle Type & Segment,Vehicle CMVR Category,Incentive Amount (In INR),Status,Links
Ola Electric Technologies Private Limited,Ola S1 (E2W-AC-04),N/A,Two Wheeler ( e-2W ),L2,44700,ACTIVE,"{""Range (Km)"": ""141"", ""Max. Speed (Km/Hr)"": ""75.3"", ""Acceleration (m/s2)"": ""1.32"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.3"", ""Battery Technology"": ""Nickel Manganese Cobalt Oxide"", ""Battery Capacity (kWh)"": ""2.98"", ""Battery Density (Wh/Kg)"": ""269"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Ola Electric Technologies Private Limited,Ola S1 Pro (E2W-AB-04),N/A,Two Wheeler ( e-2W ),L2,59550,ACTIVE,"{""Range (Km)"": ""144"", ""Max. Speed (Km/Hr)"": ""78.6"", ""Acceleration (m/s2)"": ""1.18"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.4"", ""Battery Technology"": ""Nickel Manganese Cobalt Oxide"", ""Battery Capacity (kWh)"": ""3.97"", ""Battery Density (Wh/Kg)"": ""269"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Ola Electric Technologies Private Limited,OLA  S1 (E2W-AC-04),N/ A,Two Wheeler ( e-2W ),L2,21916,ACTIVE,"{""Range (Km)"": ""117"", ""Max. Speed (Km/Hr)"": ""69"", ""Acceleration (m/s2)"": ""1.27"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.6"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.98"", ""Battery Density (Wh/Kg)"": ""269"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Booma Innovative Transport Solutions Pvt Ltd,ANAV1200,N/A,Two Wheeler ( e-2W ),L1,30000,EXPIRED,"{""Range (Km)"": ""80"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.6"", ""Battery Technology"": ""Lithium-Ion "", ""Battery Capacity (kWh)"": ""2.00"", ""Battery Density (Wh/Kg)"": ""221"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lectrix Ev Pvt.ltd.,ecity zipD40,N/A,Two Wheeler ( e-2W ),L1,30000,ACTIVE,"{""Range (Km)"": ""89"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.65"", ""Battery Technology"": ""Lithium Ion"", ""Battery Capacity (kWh)"": ""2.00"", ""Battery Density (Wh/Kg)"": ""183"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lectrix Ev Pvt.ltd.,ecity zipC40,N/A,Two Wheeler ( e-2W ),L1,30000,ACTIVE,"{""Range (Km)"": ""89"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""3.65"", ""Battery Technology"": ""Lithium Ion"", ""Battery Capacity (kWh)"": ""2.00"", ""Battery Density (Wh/Kg)"": ""183"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lectrix Ev Pvt.ltd.,ecity zipCE40,N/A,Two Wheeler ( e-2W ),L1,28500,ACTIVE,"{""Range (Km)"": ""91"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.14"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""1.90"", ""Battery Density (Wh/Kg)"": ""231.27"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Lectrix Ev Pvt.ltd.,LXS,NA.,Two Wheeler ( e-2W ),L1,30000,ACTIVE,"{""Range (Km)"": ""100"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.64"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.00"", ""Battery Density (Wh/Kg)"": ""183"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Balan Engineering Private Limited,SWACHH RATH,N/A,Three Wheeler ( e-3W ),e-cart,47000,EXPIRED,"{""Range (Km)"": ""143"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": ""3"", ""Electric Energy consumption (KWh per 100KM)"": ""4.32"", ""Battery Technology"": "" Lithium Ion Ferrophosphate"", ""Battery Capacity (kWh)"": ""5.10"", ""Battery Density (Wh/Kg)"": ""160"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Balan Engineering Private Limited,B5,B5,Three Wheeler ( e-3W ),e-rickshaw,47000,EXPIRED,"{""Range (Km)"": ""143"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.32"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.10"", ""Battery Density (Wh/Kg)"": ""160"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Balan Engineering Private Limited,VISHWAS,N/A,Three Wheeler ( e-3W ),e-cart,47000,EXPIRED,"{""Range (Km)"": ""143"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.32"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.10"", ""Battery Density (Wh/Kg)"": ""160"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Maruthisan Private Limited,MS 3.0,N/A,Two Wheeler ( e-2W ),L2,43200,ACTIVE,"{""Range (Km)"": ""140"", ""Max. Speed (Km/Hr)"": ""77.7"", ""Acceleration (m/s2)"": ""1.85"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.88"", ""Battery Density (Wh/Kg)"": ""199.5"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Okaya Ev Pvt Ltd,FAAST F4,N/A,Two Wheeler ( e-2W ),L1,66000,ACTIVE,"{""Range (Km)"": ""163"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.06"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST F2B,N/A,Two Wheeler ( e-2W ),L1,33000,ACTIVE,"{""Range (Km)"": ""85"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.56"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST F2T,N/A,Two Wheeler ( e-2W ),L1,33000,ACTIVE,"{""Range (Km)"": ""85"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.56"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAASTF4,N/A,Two Wheeler ( e-2W ),L1,66000,ACTIVE,"{""Range (Km)"": ""163"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.06"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAASTF2B,N/A,Two Wheeler ( e-2W ),L1,33000,ACTIVE,"{""Range (Km)"": ""85"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.56"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAASTF2T,N/A,Two Wheeler ( e-2W ),L1,33000,ACTIVE,"{""Range (Km)"": ""85"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.56"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST F3,N.A.,Two Wheeler ( e-2W ),L1,52500,ACTIVE,"{""Range (Km)"": ""131"", ""Max. Speed (Km/Hr)"": ""42"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.6"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.50"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast F4S,N/A,Two Wheeler ( e-2W ),L1,66000,ACTIVE,"{""Range (Km)"": ""161"", ""Max. Speed (Km/Hr)"": ""41"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.2"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast  F4,N/A,Two Wheeler ( e-2W ),L1,66000,ACTIVE,"{""Range (Km)"": ""151"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.88"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast  F2T,N/A,Two Wheeler ( e-2W ),L1,33000,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.0"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast  F2B,N/A,Two Wheeler ( e-2W ),L1,33000,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.0"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast  F4S,N/A,Two Wheeler ( e-2W ),L1,66000,ACTIVE,"{""Range (Km)"": ""151"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.89"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast F3,N/A,Two Wheeler ( e-2W ),L1,52500,ACTIVE,"{""Range (Km)"": ""133"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.89"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.50"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,Faast  F3,N/A,Two Wheeler ( e-2W ),L1,52500,ACTIVE,"{""Range (Km)"": ""133"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.89"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.50"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST_F4,N/A,Two Wheeler ( e-2W ),L1,22500,ACTIVE,"{""Range (Km)"": ""151"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.88"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.40"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST_F3,N/A,Two Wheeler ( e-2W ),L1,21000,ACTIVE,"{""Range (Km)"": ""133"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.89"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.50"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST_F2B,N/A,Two Wheeler ( e-2W ),L1,17250,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.0"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST_F2T,N/A,Two Wheeler ( e-2W ),L1,17100,ACTIVE,"{""Range (Km)"": ""88"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.0"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST-F2B,N/A,Two Wheeler ( e-2W ),L1,17250,ACTIVE,"{""Range (Km)"": ""82"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.3"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Okaya Ev Pvt Ltd,FAAST-F2T,N/A,Two Wheeler ( e-2W ),L1,17100,ACTIVE,"{""Range (Km)"": ""81"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.0"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.20"", ""Battery Density (Wh/Kg)"": ""120"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Smartomatic Vehicles Private Limited,SMART +,N/A,Three Wheeler ( e-3W ),e-rickshaw,49000,ACTIVE,"{""Range (Km)"": ""124"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.04"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.90"", ""Battery Density (Wh/Kg)"": ""136"", ""Battery cycle (No. of Cycles)"": ""3000""}"
Smartomatic Vehicles Private Limited,SMART CARGO,N/A,Three Wheeler ( e-3W ),e-cart,49000,ACTIVE,"{""Range (Km)"": ""124"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.04"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.90"", ""Battery Density (Wh/Kg)"": ""136"", ""Battery cycle (No. of Cycles)"": ""3000""}"
Efev Charging Solutions Pvt Ltd,Muver,N/A,Three Wheeler ( e-3W ),e-rickshaw,40690,ACTIVE,"{""Range (Km)"": ""103"", ""Max. Speed (Km/Hr)"": ""0"", ""Acceleration (m/s2)"": ""00"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.7"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.30"", ""Battery Density (Wh/Kg)"": ""157.5"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Efev Charging Solutions Pvt Ltd,HAULER,N/A,Three Wheeler ( e-3W ),e-cart,40690,ACTIVE,"{""Range (Km)"": ""103"", ""Max. Speed (Km/Hr)"": ""0.0"", ""Acceleration (m/s2)"": ""0.0"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.73"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.30"", ""Battery Density (Wh/Kg)"": ""157.5"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Bgauss Auto Pvt.ltd,BGAUSS D15 PRO,N/A,Two Wheeler ( e-2W ),L1,48000,ACTIVE,"{""Range (Km)"": ""115"", ""Max. Speed (Km/Hr)"": ""58.3"", ""Acceleration (m/s2)"": ""0.93"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.4"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.20"", ""Battery Density (Wh/Kg)"": ""250"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bgauss Auto Pvt.ltd,BGAUSS D15 i,N/A,Two Wheeler ( e-2W ),L1,48000,ACTIVE,"{""Range (Km)"": ""115"", ""Max. Speed (Km/Hr)"": ""58.3"", ""Acceleration (m/s2)"": ""0.93"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.4"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.20"", ""Battery Density (Wh/Kg)"": ""250"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Bgauss Auto Pvt.ltd,C12i Max,N/A,Two Wheeler ( e-2W ),L1,48000,ACTIVE,"{""Range (Km)"": ""133"", ""Max. Speed (Km/Hr)"": ""44.3"", ""Acceleration (m/s2)"": ""1.02"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.43"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.20"", ""Battery Density (Wh/Kg)"": ""250"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Battre Electric Mobility Pvt Ltd,Stor:ie,N/A,Two Wheeler ( e-2W ),L1,46500,ACTIVE,"{""Range (Km)"": ""132"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.23"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.10"", ""Battery Density (Wh/Kg)"": ""204.68"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Twenty Two Motors Private Limited,e.1,N/A,Two Wheeler ( e-2W ),L1,28500,ACTIVE,"{""Range (Km)"": ""80"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3.40"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""1.90"", ""Battery Density (Wh/Kg)"": ""231"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Fitwel Mobility Private Limited,JOVY,N/A,Three Wheeler ( e-3W ),e-rickshaw,41974,EXPIRED,"{""Range (Km)"": ""154"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.12"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.10"", ""Battery Density (Wh/Kg)"": ""160"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Fitwel Mobility Private Limited,APIS,N/A,Three Wheeler ( e-3W ),e-cart,41974,EXPIRED,"{""Range (Km)"": ""154"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""5.12"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""5.10"", ""Battery Density (Wh/Kg)"": ""160"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Green Evolve Private Limited,EVAUM,N/A,Three Wheeler ( e-3W ),L5N,102000,ACTIVE,"{""Range (Km)"": ""117"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""6.76"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""10.20"", ""Battery Density (Wh/Kg)"": ""142.22"", ""Battery cycle (No. of Cycles)"": ""5000""}"
Chetak Technology Limited,Chetak 2423 Premium,Chetak 2423 Premium,Two Wheeler ( e-2W ),L2,43500,ACTIVE,"{""Range (Km)"": ""115"", ""Max. Speed (Km/Hr)"": ""62.1"", ""Acceleration (m/s2)"": ""1.8"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""3"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""2.90"", ""Battery Density (Wh/Kg)"": ""231"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Hero Motocorp Limited,VIDA V1 Plus,N/A,Two Wheeler ( e-2W ),L2,51000,ACTIVE,"{""Range (Km)"": ""143"", ""Max. Speed (Km/Hr)"": ""52"", ""Acceleration (m/s2)"": ""1.62"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.7"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""3.40"", ""Battery Density (Wh/Kg)"": ""257"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Hero Motocorp Limited,VIDA V1 Pro,N/A,Two Wheeler ( e-2W ),L2,60000,ACTIVE,"{""Range (Km)"": ""165"", ""Max. Speed (Km/Hr)"": ""53"", ""Acceleration (m/s2)"": ""1.69"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""2.4"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.00"", ""Battery Density (Wh/Kg)"": ""257"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Tork Motors Pvt Ltd,KRATOS-R,N/A,Two Wheeler ( e-2W ),L2,60000,ACTIVE,"{""Range (Km)"": ""113"", ""Max. Speed (Km/Hr)"": ""40"", ""Acceleration (m/s2)"": ""0.65"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""4.87"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""4.00"", ""Battery Density (Wh/Kg)"": ""257"", ""Battery cycle (No. of Cycles)"": ""1000""}"
Ti Clean Mobility Private Limited,MONTRA ELECTRIC ePV,N/A,Three Wheeler ( e-3W ),L5M,75000,ACTIVE,"{""Range (Km)"": ""152"", ""Max. Speed (Km/Hr)"": ""45.7"", ""Acceleration (m/s2)"": ""1.7"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.47"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""7.50"", ""Battery Density (Wh/Kg)"": ""248"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Ti Clean Mobility Private Limited,Montra Electric ePV 2.0,N/A,Three Wheeler ( e-3W ),L5M,85925,ACTIVE,"{""Range (Km)"": ""197"", ""Max. Speed (Km/Hr)"": ""45.7"", ""Acceleration (m/s2)"": ""1.7"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.12"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""9.50"", ""Battery Density (Wh/Kg)"": ""248"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Ti Clean Mobility Private Limited,MONTRA ELECTRIC ePX 2.0,N/A,Three Wheeler ( e-3W ),L5M,86871,ACTIVE,"{""Range (Km)"": ""197"", ""Max. Speed (Km/Hr)"": ""45.7"", ""Acceleration (m/s2)"": ""1.7"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""7.12"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""9.50"", ""Battery Density (Wh/Kg)"": ""248"", ""Battery cycle (No. of Cycles)"": ""2000""}"
Tata Passenger Electric Mobility Limited,TATA XPRES-T EV XM++ (25.5kwh),TATA XPRES-T EV XM++ (25.5kwh),Four Wheeler ( e-4W ),M1,255000,ACTIVE,"{""Range (Km)"": ""263"", ""Max. Speed (Km/Hr)"": ""81.4"", ""Acceleration (m/s2)"": ""1.41"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""11.8"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""25.50"", ""Battery Density (Wh/Kg)"": ""186.5"", ""Battery cycle (No. of Cycles)"": ""1200""}"
Tata Passenger Electric Mobility Limited,TIGOR XPRES-T EV XM,TIGOR XPRES-T EV XM,Four Wheeler ( e-4W ),M1,260000,ACTIVE,"{""Range (Km)"": ""320"", ""Max. Speed (Km/Hr)"": ""115"", ""Acceleration (m/s2)"": ""2.3"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""11.3"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""26.00"", ""Battery Density (Wh/Kg)"": ""179"", ""Battery cycle (No. of Cycles)"": ""1200""}"
Tata Passenger Electric Mobility Limited,TIAGO EV XT,TIAGO EV XT,Four Wheeler ( e-4W ),M1,199800,ACTIVE,"{""Range (Km)"": ""351"", ""Max. Speed (Km/Hr)"": ""117.6"", ""Acceleration (m/s2)"": ""1.81"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""9.28"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""24.00"", ""Battery Density (Wh/Kg)"": ""179"", ""Battery cycle (No. of Cycles)"": ""1200""}"
Tata Passenger Electric Mobility Limited,TIAGO EV XZ+ Tech WMU,TIAGO EV XZ+ Tech WMU,Four Wheeler ( e-4W ),M1,235800,ACTIVE,"{""Range (Km)"": ""351"", ""Max. Speed (Km/Hr)"": ""117.6"", ""Acceleration (m/s2)"": ""1.81"", ""Warranty (In Years)"": """", ""Electric Energy consumption (KWh per 100KM)"": ""9.28"", ""Battery Technology"": """", ""Battery Capacity (kWh)"": ""24.00"", ""Battery Density (Wh/Kg)"": ""179"", ""Battery cycle (No. of Cycles)"": ""1200""}"
